run,mean
1,48.400000000000304
2,90.40000000000009
3,73.00000000000026
4,40.000000000000284
5,40.600000000000286
6,4.600000000000234
7,85.60000000000014
8,90.40000000000009
9,92.20000000000007
10,81.40000000000018
