run,mean
1,88.06806444416043
2,92.29006880621144
3,90.46374072272296
4,87.25829930534798
5,86.90226451575012
6,83.32910116970368
7,91.80889853106325
8,92.21345477644341
9,92.33040869164554
10,91.2534683574695
