run,mean
1,68.8000000000003
2,71.20000000000027
3,56.80000000000032
4,43.60000000000029
5,63.40000000000034
6,83.80000000000015
7,80.80000000000018
8,59.20000000000033
9,63.40000000000034
10,89.2000000000001
