run,gen,best,mean,std
1,0,66.57946500072771,6.514244602682466,23.081474721597566
1,1,66.57946500072771,33.25337143775652,29.18348604186484
1,2,66.57946500072771,62.45548007568043,4.761113109841067
1,3,66.64341372532799,66.02828993894035,1.9290587360641847
1,4,75.394197933704,67.62525036880547,2.840961214936606
1,5,75.394197933704,70.00154895461252,4.2267498867354
1,6,75.394197933704,73.49154173261405,3.5352368781174883
1,7,75.75224472101789,75.2039190915703,1.255346475842622
1,8,75.75224472101789,75.29529939210666,1.2464988644803492
1,9,75.81224472101789,75.58295414267437,0.16690469458754853
1,10,75.99224472101788,58.1345635407429,32.27733478109879
1,11,75.99224472101788,75.66669070580222,0.9237375398657458
1,12,76.17224472101789,75.83615655083291,0.14409797220230833
1,13,80.31224472101789,76.09813882115672,1.4194301544611836
1,14,80.37224472101789,76.72406024190232,1.5833518549499714
1,15,80.37224472101789,77.5886602419023,2.0214535705427865
1,16,80.37224472101789,79.02925759323838,1.9486607427454457
1,17,80.73224472101789,79.79601312123044,1.4729707209051297
1,18,80.73224472101789,80.15280699176796,1.0352941969028997
1,19,80.73224472101789,80.32277296649919,0.8206418510726257
1,20,85.5866105112725,61.245819751709504,35.41073588501738
1,21,85.5866105112725,80.24434835890256,2.8804051533084465
1,22,85.5866105112725,81.27886398404901,1.8577558733548352
1,23,86.25288973525114,82.46545997214156,3.4862001678449004
1,24,86.27060701409177,84.51719068955606,2.322477444918838
1,25,86.58693855665948,85.71215234460033,1.9838789837584834
1,26,86.58693855665948,85.89877430206406,2.055515874976367
1,27,86.58693855665948,86.22452060556272,1.125582604337727
1,28,86.97288973525114,86.35445130762088,1.1045573102759316
1,29,87.28254710353532,86.56066886051256,0.22519530246642838
2,0,75.27641489804762,7.568533002750443,23.738764835428103
2,1,75.60637245364764,47.027342442849246,26.891417990659207
2,2,84.87288973525115,67.49388972247066,6.4090816484560165
2,3,84.87288973525115,73.1130059447874,6.5300005929664335
2,4,84.99288973525114,78.24001842917961,5.384106112202102
2,5,85.71288973525114,81.92077035795462,4.622357876432148
2,6,86.1266105112725,84.69389424564314,2.172782932176871
2,7,87.74661051127251,85.93752197436656,0.8005295826956463
2,8,87.74661051127251,86.58123117418104,0.7833492591636259
2,9,87.74661051127251,86.64446216243165,3.297162600040378
2,10,87.9866105112725,68.90898025958371,35.472596271205006
2,11,88.22661051127251,86.56466829837831,3.968542874133847
2,12,88.22661051127251,87.5589387067042,1.8043715740558544
