run,mean
1,28.000000000000256
2,51.400000000000304
3,69.40000000000029
4,90.40000000000009
5,67.00000000000031
6,70.00000000000028
7,69.40000000000029
8,64.00000000000034
9,24.400000000000247
10,28.600000000000257
