run,mean
1,87.28254710353532
2,89.6066105112725
3,91.71425332628682
4,94.12734511426396
5,91.35289246928257
6,91.71679627126204
7,91.71425332628682
8,90.98389959779561
9,87.01065437104559
10,87.77859563501556
