run,mean
1,90.01520306650937
2,91.77425332628682
3,93.88734511426397
4,91.94889138314544
5,92.77669509194094
6,91.81402398497816
7,91.91611947915375
8,92.95605369405456
9,90.86389959779561
10,91.71679627126204
