run,mean
1,66.47454706086822
2,83.96624616014833
3,85.98765490582255
4,86.97853908213779
5,87.93853908213778
6,89.31853908213779
7,87.10784596782226
8,66.37959913428286
9,90.51605617539956
10,87.76784596782227run,mean
1,66.47454706086822
2,83.96624616014833
3,85.98765490582255
4,86.97853908213779
5,87.93853908213778
6,89.31853908213779
7,87.10784596782226
8,66.37959913428286
9,90.51605617539956
10,87.76784596782227
