run,gen,best,mean,std
1,0,38.45034925776619,-2.0687544487369083,8.336976200221377
1,1,57.41275134159975,11.799476993291607,15.185623441429142
1,2,57.37959913428285,19.546362182814583,12.828583439064634
1,3,39.52353644806849,16.732962224850517,7.526691234510462
1,4,48.2962175253438,17.924485667047357,9.756796682954201
1,5,48.316420232661315,24.21499719266183,11.942812845889131
1,6,66.14492807779757,29.111555375292834,15.059545871210835
1,7,66.12506926914797,38.118448785382355,13.17952516827575
1,8,66.12506926914797,40.791551889679745,13.762680334530286
1,9,66.13921377653413,44.23883881340225,12.024168107826844
1,10,66.15067522005315,35.85899889432971,22.10570446434523
1,11,57.4316554962389,43.39409197125025,10.303675907162678
1,12,66.36521039683075,46.85550817920425,8.933513785494346
1,13,66.12506926914797,49.298023784485146,10.651588520326886
1,14,66.1363688244019,53.11751624427538,8.847813304198434
1,15,66.12506926914797,53.38183137316319,8.647767018944055
1,16,66.20394224923463,54.17074494890636,9.36475938384997
1,17,66.14492807779757,56.57080482150123,9.206937543240272
1,18,66.21003982910274,58.35973492301977,8.644107412809001
1,19,66.22855887686998,59.40102717886723,9.31846417358419
1,20,66.22544845445559,45.36865034253696,29.232223986822802
1,21,66.27968822339258,59.21547435599547,9.62768126531981
1,22,66.28297229859378,59.91781298863674,9.770544857033272
1,23,66.20698639161586,60.89515362350972,8.896136245561529
1,24,66.19788162462294,62.04640821379105,8.757845253256201
1,25,66.20090734553948,61.15779955549819,8.469620922756674
1,26,66.20090734553948,59.277628474297636,10.370778159986667
1,27,66.47454706086822,63.20432695996422,6.4210494505433315
1,28,66.20698639161586,62.31680301401364,7.454669756684801
1,29,66.19788162462294,64.53093493128216,4.946412704114934
2,0,30.681880006155783,-2.853552104811263,6.9888180511609725
2,1,66.57946500072771,7.919207378581505,14.009697108040783
2,2,64.66763079407093,15.47043314365889,13.472288229004125
2,3,30.58389959779558,12.606990695714755,6.980878652306838
2,4,57.35102576183879,16.397717675228158,10.470369011290623
2,5,30.686794020958214,15.89405546286067,6.667090034834533
2,6,39.55326262833369,18.023318020087295,8.298050138682907
2,7,57.36521039683075,19.16461204288457,9.306162124941054
2,8,57.409013019489144,25.721095180831803,13.976021461779927
2,9,48.427845967822236,27.657829995187416,14.330709254162752
2,10,83.96624616014833,32.60777724609983,24.57422913239209
2,11,75.36164533066625,36.197468535672925,16.85418634898149
2,12,75.4165036912183,39.34004140743551,15.349516243843771
2,13,66.12788221052459,44.84727694308508,11.75382335478245
2,14,75.54041448585585,44.88605602694085,14.558399224652478
2,15,66.1194670135993,42.30522073802075,12.222805541963842
2,16,66.39052820481504,47.45333350683366,10.361248224916192
2,17,66.13070308686622,49.76078211360658,9.536814025850584
2,18,66.1194670135993,52.1717078736601,7.587806929660436
2,19,66.11389596854984,53.609109495885406,7.671295570717207
2,20,66.1335319430667,43.58448696321699,26.48418465289542
2,21,66.12506926914797,54.51494182484329,7.332196176287919
2,22,66.1335319430667,57.00740549548775,5.313892846542988
2,23,66.13070308686622,56.89613187110454,6.3212788845960315
2,24,66.14779752022552,57.52188985440739,6.640952195860363
2,25,66.1335319430667,58.33614417605585,4.47718480224584
2,26,66.1335319430667,59.72627622132675,6.22714848240982
2,27,66.1363688244019,60.42735346933905,6.410615546277763
2,28,66.14206684551654,58.494159142994825,5.543496643447428
2,29,66.15067522005315,58.338834039465816,4.982114048606935
3,0,21.93109579777977,-3.2780123971246375,5.740231210752656
3,1,39.22544845445559,7.605983118479044,10.56752677542407
3,2,56.91778108962355,14.645924039346678,11.44976446430305
3,3,56.55428018061442,19.4550373852082,12.88361914080259
3,4,74.58326771748767,16.364259215530907,10.068749379871095
3,5,56.311645286053235,19.137672626661423,11.613585800932547
3,6,48.147797520225524,21.592139975015783,11.468146115147713
3,7,85.98765490582255,27.481851984438926,19.715336423233314
3,8,57.35455310235676,25.35745091741096,11.32278952749052
3,9,57.40157804100163,28.956295331520636,14.131521819615521
3,10,75.13921377653413,30.81242979942226,21.42564978194548
3,11,57.27641489804762,34.35552944119817,13.940977056144945
3,12,66.12226421822037,39.913414065425066,12.666140917776975
3,13,66.12226421822037,42.67793608469569,12.520796946503879
3,14,66.20090734553948,47.507276662933606,13.389431266921386
