run,mean
1,88.89288973525115
2,74.58326771748767
3,88.64389959779561
4,87.48322890233345
5,91.70287806912333
6,66.19788162462294
7,66.27968822339258
8,91.53289246928256
9,92.43876988127113
10,92.65528094585032
